,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
719,single,2nd phase - general contingent,2.0,Basic Education,daytime,Secondary education,148.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,130.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,0.0,4.179042378738802,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
720,single,1st phase - general contingent,4.0,Basic Education,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,106.0,yes,no,no,yes,female,no,20.0,no,0.0,6.0,11.0,1.0,12.0,0.0,0.0,6.0,12.0,2.0,9.626998241540127,0.0,7.6,2.6,0.32,Dropout
721,single,1st phase - general contingent,6.0,Management,daytime,Secondary education,102.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,101.0,yes,no,no,yes,female,yes,20.0,no,0.0,5.0,8.0,5.0,11.6,0.0,0.0,5.0,6.0,5.0,11.8,0.0,12.4,0.5,1.79,Graduate
722,single,Change of course,1.0,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,117.0,yes,no,no,yes,female,yes,25.0,no,0.0,8.0,8.0,8.0,13.2575,0.0,0.0,8.0,8.0,8.0,13.2575,0.0,9.4,-0.8,-3.12,Graduate
723,single,1st phase - general contingent,1.0,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",106.0,yes,no,no,yes,female,no,21.0,no,0.0,6.0,18.0,6.0,13.153846153846152,0.0,0.0,6.0,13.0,6.0,12.0,0.0,15.5,2.8,-4.06,Graduate
724,single,3rd phase - general contingent,3.0,Management,daytime,Secondary education,131.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",126.0,yes,no,no,yes,female,yes,18.0,no,0.0,5.0,5.0,5.0,12.8,0.0,0.1369956782004134,5.0,5.0,5.0,11.4,0.0,12.4,0.5,1.79,Graduate
725,single,2nd phase - general contingent,3.0,Tourism,daytime,Secondary education,132.3824218076714,Portuguese,Higher Education - Degree,Basic education 1st cycle (4th/5th year) or equiv.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,140.0,yes,no,no,yes,female,no,19.0,no,0.0,6.0,12.0,3.0,12.333333333333334,0.0,0.0,6.0,12.0,0.0,0.0,0.0,10.8,1.4,1.74,Enrolled
726,single,Technological specialization diploma holders,1.0,Agronomy,daytime,Technological specialization course,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",140.0,yes,no,no,yes,male,no,23.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
727,single,1st phase - general contingent,1.0,Animation and Multimedia Design,daytime,Secondary education,136.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,133.0,yes,no,no,yes,female,no,20.0,no,6.0,12.0,12.0,12.0,13.666666666666666,0.0,6.0,12.0,14.0,11.0,12.727272727272728,0.0,8.9,1.4,3.51,Graduate
728,single,Over 23 years old,1.0,Agronomy,daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,130.0,yes,no,no,yes,male,no,30.0,no,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,9.626998241540127,0.0,12.4,0.5,1.79,Dropout
729,single,2nd phase - general contingent,1.0,Social Service,daytime,Secondary education,123.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Installation and Machine Operators and Assembly Workers,116.0,no,no,no,yes,female,yes,20.0,no,0.0,6.0,6.0,6.0,11.833333333333334,0.0,0.0,6.0,7.0,6.0,12.333333333333334,0.0,11.1,1.2298957284038008,2.02,Graduate
730,single,2nd phase - general contingent,1.0,Journalism and Communication,daytime,Secondary education,122.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,116.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,6.0,6.0,12.0,0.0,0.0,6.0,10.0,4.0,9.626998241540127,0.0,12.4,0.5,1.79,Dropout
731,single,1st phase - general contingent,1.0,Journalism and Communication,daytime,Secondary education,146.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",149.0,yes,no,no,yes,female,yes,18.0,no,0.0,6.0,7.0,6.0,13.166666666666666,0.0,0.0,6.0,10.0,5.0,12.8,0.0,16.2,0.3,-0.92,Graduate
732,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,166.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,146.0,no,no,no,yes,female,no,18.0,no,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,6.0,6.0,13.5,0.0,7.6,2.6,0.32,Graduate
733,single,1st phase - general contingent,1.0,Management (evening attendance),evening,Secondary education,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,134.0,no,no,no,yes,female,no,24.0,no,0.0,5.0,8.0,4.179042378738802,13.285714285714286,0.0,0.0,5.0,8.0,5.0,13.0,0.0,12.7,3.7,-1.7,Graduate
734,single,1st phase - general contingent,1.0,Nursing,daytime,Secondary education,138.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",131.0,yes,no,no,yes,female,no,22.279178162920896,no,0.0,7.0,8.0,7.0,14.244444444444444,0.0,0.0,8.0,9.0,8.0,14.144444444444444,0.0,15.5,2.8,-4.06,Graduate
735,single,1st phase - general contingent,1.0,Management,daytime,Secondary education,117.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",118.0,yes,no,no,yes,male,no,20.0,no,0.0,5.0,8.0,4.179042378738802,10.0,0.0,0.0,5.0,8.0,5.0,11.6,0.0,7.6,2.6,0.32,Enrolled
736,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,134.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",128.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,7.0,6.0,12.666666666666666,0.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,7.6,2.6,0.32,Graduate
737,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,138.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,133.0,no,no,no,yes,female,yes,19.0,no,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,6.0,4.007985601919744,13.666666666666666,0.0,15.5,2.8,-4.06,Graduate
738,single,1st phase - general contingent,1.0,Nursing,daytime,Secondary education,114.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",124.0,yes,no,no,yes,female,no,20.0,no,0.0,8.0,9.0,7.0,12.327777777777778,0.0,0.0,8.0,9.0,7.0,12.327777777777778,0.0,10.8,1.4,1.74,Enrolled
739,single,Over 23 years old,1.0,Management (evening attendance),evening,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,96.0,yes,no,no,no,male,no,37.0,no,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,9.626998241540127,0.0,11.51991535071858,1.4,3.51,Dropout
740,single,1st phase - general contingent,3.0,Nursing,daytime,Secondary education,146.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",133.0,yes,no,no,yes,female,yes,18.0,no,0.0,7.0,9.0,6.0,13.075,0.0,0.0,8.0,11.0,7.0,12.7,0.0,13.9,-0.3,0.79,Graduate
741,single,2nd phase - general contingent,1.0,Tourism,daytime,Secondary education,122.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,114.0,yes,no,no,no,female,no,19.0,no,0.0,6.0,7.349473483714728,3.0,11.0,0.0,0.0,6.0,12.0,2.0,10.5,0.0,9.4,-0.8,-3.12,Dropout
742,married,Over 23 years old,1.0,Management (evening attendance),evening,Secondary education,150.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,111.0,yes,no,no,yes,female,no,28.0,no,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
743,single,1st phase - general contingent,1.0,Nursing,daytime,Secondary education,151.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,129.0,no,no,no,yes,female,no,18.0,no,0.0,8.0,12.0,7.0,12.67,0.0,0.0,8.0,12.0,7.0,12.671428571428573,0.0,11.51991535071858,3.7,-1.7,Graduate
744,single,Over 23 years old,1.0,Agronomy,daytime,Secondary education,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,142.0,no,no,yes,no,male,no,24.0,no,0.0,6.0,11.0,1.0,12.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
745,single,1st phase - general contingent,1.0,Journalism and Communication,daytime,Secondary education,131.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,134.0,no,no,no,yes,female,no,19.0,no,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,15.5,2.8,-4.06,Graduate
746,single,2nd phase - general contingent,1.0,Veterinary Nursing,daytime,Secondary education,126.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,116.0,no,no,yes,no,female,no,19.0,no,0.0,5.0,11.0,0.0,0.0,4.0,0.0,5.0,12.0,3.0,11.666666666666666,1.0,10.8,1.4,1.74,Dropout
747,single,2nd phase - general contingent,6.0,Advertising and Marketing Management,daytime,Secondary education,106.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",104.0,yes,no,no,yes,female,yes,20.0,no,0.0,6.0,9.0,4.0,10.25,0.0,0.0,6.0,9.0,4.0,12.25,0.0,11.51991535071858,1.4,3.51,Enrolled
748,single,Over 23 years old,1.0,Informatics Engineering,daytime,Other - 11th year of schooling,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,120.0,yes,no,no,yes,male,no,24.0,no,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
749,single,2nd phase - general contingent,4.0,Nursing,daytime,Secondary education,137.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",126.0,yes,no,no,yes,female,no,20.0,no,0.0,8.0,8.0,8.0,13.39125,0.0,0.0,8.0,8.0,4.007985601919744,13.39125,0.0,9.4,-0.8,-3.12,Graduate
750,single,1st phase - general contingent,1.0,Social Service (evening attendance),evening,Secondary education,110.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Armed Forces Professions,150.0,no,no,no,yes,female,no,38.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.1369956782004134,6.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
751,single,Over 23 years old,1.0,Social Service,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",135.0,no,no,no,yes,female,no,58.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
752,single,1st phase - general contingent,2.0,Management,daytime,Secondary education,135.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",122.0,no,no,no,yes,male,no,20.0,no,0.0,5.0,7.349473483714728,5.0,9.999381453987953,0.0,0.0,5.0,11.0,4.0,10.833333333333334,0.0,15.5,2.8,-4.06,Enrolled
753,single,2nd phase - general contingent,2.0,Journalism and Communication,daytime,Secondary education,132.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",120.0,yes,no,yes,no,female,no,18.0,no,0.0,6.0,6.0,6.0,11.166666666666666,0.0,0.0,6.0,7.0,0.0,0.0,0.0,8.9,1.4,3.51,Dropout
754,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,105.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,106.0,yes,no,no,yes,female,yes,22.279178162920896,no,0.0,6.0,7.349473483714728,6.0,14.0,0.0,0.0,6.0,7.0,6.0,13.285714285714286,0.0,11.1,0.6,2.02,Graduate
755,single,Technological specialization diploma holders,1.0,Agronomy,daytime,Technological specialization course,160.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160.0,yes,no,no,yes,female,yes,22.279178162920896,no,0.0,6.0,8.0,6.0,13.428571428571429,0.0,0.0,6.0,11.0,4.007985601919744,12.714285714285714,0.0,12.4,0.5,1.79,Graduate
756,single,Over 23 years old,1.0,Management (evening attendance),evening,Secondary education,133.1,Portuguese,Unknown,Unknown,Student,Student,115.0,no,no,no,yes,male,no,26.0,no,0.0,5.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.5,2.8,-0.08006514178705189,Dropout
757,single,2nd phase - general contingent,1.0,Social Service,daytime,Secondary education,125.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",128.0,no,no,no,yes,female,yes,18.0,no,0.0,6.0,8.0,6.0,12.125,0.0,0.0,6.0,7.0,6.0,12.714285714285714,0.0,13.9,-0.3,0.79,Graduate
758,single,1st phase - general contingent,2.0,Nursing,daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,125.0,yes,no,no,yes,female,yes,18.0,no,0.0,7.0,8.0,7.0,13.462857142857144,0.0,0.0,8.0,8.0,8.0,15.011111111111113,0.0,13.9,-0.3,0.79,Graduate
759,single,Over 23 years old,1.0,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,Unknown,Unknown,(blank),(blank),100.0,no,no,no,yes,female,no,22.279178162920896,no,0.0,6.0,0.0,0.0,0.0,0.0,0.1369956782004134,6.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
760,single,Short cycle diploma holders,1.0,Veterinary Nursing,daytime,Professional higher technical course,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,130.0,yes,no,no,yes,female,yes,20.0,no,7.0,12.0,11.0,11.0,13.0,0.0,4.0,11.0,9.0,9.0,13.22222222222222,0.0,8.9,1.4,3.51,Graduate
761,single,2nd phase - general contingent,4.0,Nursing,daytime,Secondary education,131.0,Portuguese,Higher Education - Master's,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",127.0,yes,no,no,yes,male,no,18.0,no,0.0,5.891845035673802,7.0,7.0,13.62857142857143,0.0,0.0,8.0,8.0,8.0,13.9125,0.0,13.9,-0.3,0.79,Graduate
762,single,1st phase - general contingent,2.0,Tourism,daytime,Secondary education,135.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",123.0,yes,no,no,yes,female,yes,20.0,no,0.0,6.0,8.0,6.0,11.333333333333334,0.0,0.0,6.0,8.0,5.0,11.8,0.0,10.8,1.4,1.74,Graduate
763,single,Over 23 years old,1.0,Agronomy,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,110.0,no,no,no,yes,male,no,27.0,no,0.0,7.0,8.0,5.0,12.87857142857143,0.0,0.0,8.0,13.0,8.0,12.3,0.0,16.2,0.3,-0.92,Graduate
764,single,Short cycle diploma holders,1.0,Agronomy,daytime,Professional higher technical course,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,130.0,no,no,yes,yes,female,no,20.0,no,7.0,5.891845035673802,17.0,11.0,12.076923076923077,0.0,4.0,12.0,14.0,11.0,12.090909090909092,0.0,8.9,1.4,3.51,Graduate
765,single,1st phase - general contingent,6.0,Nursing,daytime,Secondary education,141.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",125.0,yes,no,no,yes,female,yes,18.0,no,0.0,8.0,7.349473483714728,7.0,12.33,0.0,0.0,8.0,9.0,7.0,9.626998241540127,0.0,10.8,1.4,1.74,Graduate
766,single,2nd phase - general contingent,1.0,Advertising and Marketing Management,daytime,Secondary education,132.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",119.0,yes,no,no,yes,female,no,19.0,no,0.0,6.0,7.0,6.0,13.285714285714286,0.0,0.0,6.0,8.0,6.0,12.375,0.06184842133729971,12.4,0.5,1.79,Graduate
767,single,2nd phase - general contingent,1.0,Advertising and Marketing Management,daytime,Secondary education,154.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",137.0,no,yes,no,yes,female,yes,21.0,no,0.0,6.0,13.0,4.0,12.25,0.0,0.0,6.0,12.0,5.0,10.8,0.0,12.4,0.5,1.79,Graduate
768,single,1st phase - general contingent,1.6440843447013356,Animation and Multimedia Design,daytime,Secondary education,160.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,152.0,yes,no,yes,no,male,yes,18.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
769,single,1st phase - general contingent,1.0,Animation and Multimedia Design,daytime,Secondary education,135.0,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Administrative staff,121.0,yes,no,no,yes,male,no,24.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
770,single,2nd phase - general contingent,1.0,Agronomy,daytime,Secondary education,127.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,115.0,no,no,no,yes,male,no,20.0,no,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
771,single,2nd phase - general contingent,4.0,Journalism and Communication,daytime,Secondary education,133.1,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Administrative staff,117.0,yes,no,no,yes,male,no,23.0,no,0.0,6.0,8.0,5.0,12.166666666666666,0.0,0.0,6.0,11.0,0.0,0.0,0.0,16.2,0.3,-0.92,Enrolled
772,single,1st phase - general contingent,3.0,Journalism and Communication,daytime,Secondary education,125.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",129.0,yes,no,no,yes,female,yes,19.0,no,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.1369956782004134,6.0,6.0,6.0,13.333333333333334,0.0,12.4,0.5,1.79,Graduate
773,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,124.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,123.0,yes,no,no,yes,female,yes,20.0,no,0.0,6.0,7.349473483714728,6.0,15.0,0.0,0.0,6.0,8.0,6.0,13.571428571428571,0.0,15.5,2.8,-4.06,Graduate
774,single,2nd phase - general contingent,1.0,Communication Design,daytime,Secondary education,122.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",126.0,no,no,no,yes,male,yes,18.0,no,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,8.0,6.0,14.0,0.0,8.9,1.4,3.51,Graduate
775,single,Over 23 years old,1.0,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,120.0,no,no,yes,no,male,no,31.0,no,0.0,6.0,14.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
776,single,2nd phase - general contingent,1.0,Management,daytime,Secondary education,129.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,118.0,no,no,no,no,female,no,19.0,no,0.0,5.0,8.0,3.0,12.0,0.0,0.0,5.0,9.0,3.0,11.0,0.0,12.7,3.7,-1.7,Dropout
777,single,2nd phase - general contingent,5.0,Advertising and Marketing Management,daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",118.0,no,no,no,yes,female,no,18.0,no,0.0,6.0,7.349473483714728,4.0,13.0,0.0,0.0,6.0,14.0,3.0,12.0,0.0,8.9,1.2298957284038008,3.51,Enrolled
778,single,1st phase - general contingent,1.0,Management,daytime,Secondary education,121.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",112.0,no,no,no,yes,male,no,21.0,no,0.0,5.0,12.0,2.0,9.999381453987953,0.0,0.0,5.0,13.0,2.0,10.5,0.0,15.5,2.8,-4.06,Enrolled
779,single,Over 23 years old,1.0,Social Service,daytime,Secondary education,129.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",117.0,no,no,no,yes,male,no,28.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
